Education,Marital_Status,Income,Days_Since_Enrolled,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,HasKid,HasTeen,Age
Bachelor,Together,71367.0,2675,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP,0,0,61
Bachelor,Together,57957.0,2679,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,CA,0,1,61
Master,Together,50334.0,2705,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,SA,0,1,48
Master,Married,48150.0,2751,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,DE,0,1,71
Bachelor,Married,56796.0,2863,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,SP,0,1,51
Bachelor,Married,56796.0,2863,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,AU,0,1,51
PhD,Widow,52278.0,2885,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,SA,0,1,57
PhD,Widow,52278.0,2885,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,SP,0,1,57
Master,Married,7500.0,2962,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,AU,0,0,24
Master,Married,33444.0,2968,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,SP,1,1,68
Bachelor,Married,20895.0,2996,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,AU,1,0,47
Master,Together,37509.0,3020,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,DE,1,0,44
Master,Married,88097.0,3045,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,SP,1,0,42
Bachelor,Married,59041.0,2418,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,SA,1,1,47
Bachelor,Single,43322.0,2434,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,IN,0,0,46
PhD,Together,46015.0,2442,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,SA,1,1,65
PhD,Together,46015.0,2442,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,CA,1,1,65
Master,Married,34242.0,2463,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SP,0,1,61
Bachelor,Married,65210.0,2476,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,CA,0,1,65
PhD,Widow,50520.0,2517,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,SP,0,1,62
Bachelor,Married,90765.0,2521,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,CA,0,0,50
Bachelor,Married,80589.0,2523,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,AU,0,0,76
Master,Married,49572.0,2561,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,CA,1,1,62
Bachelor,Together,75437.0,2597,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,SP,0,0,42
Master,Divorced,44635.0,2626,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,SP,1,1,49
Bachelor,Married,58512.0,2648,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,DE,0,1,56
PhD,Single,62000.0,2673,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,SP,0,1,68
Bachelor,Single,54252.0,2762,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,AU,1,1,64
PhD,Together,45068.0,2774,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP,0,1,46
Bachelor,Single,60474.0,2819,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,IN,0,1,41
Bachelor,Single,60474.0,2819,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,CA,0,1,41
Master,Married,56337.0,2824,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,SP,1,1,39
Bachelor,Together,22434.0,2866,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,SP,1,0,33
Bachelor,Together,61416.0,2871,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,US,0,0,38
Master,Married,92163.0,2929,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,SP,0,0,45
Master,Together,58656.0,3012,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,SP,0,1,64
Basic,Single,8940.0,3041,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,SP,1,0,34
Bachelor,Married,26751.0,2403,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,1,0,46
Bachelor,Married,71427.0,2474,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,US,1,0,42
Bachelor,Together,26646.0,2504,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,US,1,0,36
Bachelor,Divorced,19346.0,2515,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,CA,1,0,46
Bachelor,Single,56243.0,2546,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,US,1,1,45
PhD,Married,59892.0,2604,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,CA,0,1,50
Bachelor,Together,71613.0,2677,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,US,0,0,55
Bachelor,Married,25252.0,2717,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,AU,1,0,34
Bachelor,Single,42160.0,2731,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,SP,1,1,45
Basic,Single,15862.0,2732,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,SP,1,0,41
Master,Married,82584.0,2755,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,SP,0,0,46
Bachelor,Married,38360.0,2759,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,AU,1,0,31
PhD,Married,75283.0,2824,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,SA,1,1,63
Master,Together,34941.0,2845,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,AU,1,1,64
Bachelor,Single,61823.0,2861,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,AU,0,1,68
Master,Married,90226.0,3006,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,SA,0,0,64
Bachelor,Married,44989.0,3020,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,0,1,46
Bachelor,Married,44989.0,3020,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,SP,0,1,46
Bachelor,Married,43586.0,3033,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,DE,0,1,40
Bachelor,Single,32233.0,3044,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,SP,1,0,46
Bachelor,Together,62882.0,3054,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,AU,0,1,51
Master,Together,57288.0,2369,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,CA,0,1,57
Master,Together,75774.0,2423,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SA,1,0,39
Master,Together,75774.0,2423,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,SP,1,0,39
Master,Single,90247.0,2426,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,US,0,0,32
Master,Single,32218.0,2499,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,SP,0,0,60
Bachelor,Married,84219.0,2512,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,SA,0,0,32
Bachelor,Married,84219.0,2512,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,CA,0,0,32
Bachelor,Divorced,48877.0,2540,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,SP,0,1,54
Bachelor,Together,60905.0,2571,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,US,0,1,70
Bachelor,Married,75236.0,2581,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,SP,0,1,56
Bachelor,Divorced,62551.0,2588,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,IN,0,0,67
PhD,Together,70123.0,2639,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,IN,0,0,37
Bachelor,Single,50785.0,2657,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,CA,1,1,58
Master,Married,15315.0,2695,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP,0,0,50
Master,Married,15315.0,2695,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,SP,0,0,50
PhD,Together,64413.0,2697,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,SP,0,1,50
PhD,Married,87171.0,2789,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,SP,0,0,39
Bachelor,Single,30081.0,2858,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,SP,0,1,59
Bachelor,Single,20180.0,2859,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP,0,0,44
Bachelor,Single,20180.0,2859,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,SP,0,0,44
Bachelor,Divorced,55686.0,2865,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,SP,0,1,54
Master,Married,26887.0,2869,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,SP,0,1,61
PhD,Married,61996.0,2879,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,SP,0,1,43
Bachelor,Divorced,51537.0,2932,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,SA,0,1,68
Bachelor,Together,72025.0,2954,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,SP,0,0,58
Master,Together,30538.0,3001,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,SP,1,0,49
Master,Single,61618.0,3003,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,IN,0,0,29
Bachelor,Married,77343.0,2385,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,CA,0,0,55
Bachelor,Married,75433.0,2450,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,SP,1,0,31
PhD,Widow,82571.0,2453,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,SP,0,0,58
Master,Together,60033.0,2457,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,SP,0,1,66
Bachelor,Single,39062.0,2461,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,SP,1,0,37
Bachelor,Married,30023.0,2462,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,SP,1,0,48
Bachelor,Single,30015.0,2512,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,SP,1,0,50
Bachelor,Married,33228.0,2522,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,SP,1,0,40
Bachelor,Married,22574.0,2609,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP,1,1,53
Bachelor,Married,22574.0,2609,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,SP,1,1,53
Bachelor,Married,55267.0,2616,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,CA,0,1,63
Bachelor,Together,66886.0,2651,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,SP,0,1,62
Bachelor,Single,72258.0,2655,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,CA,0,1,49
PhD,Single,82733.0,2657,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0,SP,0,0,36
Bachelor,Divorced,45146.0,2714,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,IN,1,1,57
Master,Single,51250.0,2821,28,342,32,230,34,32,40,5,10,5,4,9,1,0,0,0,0,0,0,SA,1,0,30
Bachelor,Married,32871.0,2842,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,US,1,1,69
Master,Together,63855.0,2870,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,DE,0,0,42
PhD,Divorced,42564.0,2908,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,1,0,CA,0,1,52
Master,Together,46344.0,2927,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,CA,0,1,48
Bachelor,Married,50437.0,2985,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,SP,0,1,57
Bachelor,Together,70971.0,3011,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0,SP,0,1,60
Bachelor,Single,37774.0,3029,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,SP,1,0,43
PhD,Married,4023.0,2371,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,SP,1,1,57
Bachelor,Single,33279.0,2382,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,SP,0,0,54
Bachelor,Married,42693.0,2387,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,SP,1,0,42
Master,Together,70545.0,2391,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,AU,0,1,68
Bachelor,Widow,65486.0,2413,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,AU,0,1,63
Master,Together,77882.0,2425,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,SA,0,0,39
Bachelor,Together,78468.0,2446,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,US,0,0,60
Bachelor,Together,77226.0,2486,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,SP,0,1,57
Master,Single,90638.0,2501,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,SP,0,0,29
Master,Single,90638.0,2501,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,1,0,SA,0,0,29
Bachelor,Together,70666.0,2570,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0,AU,0,0,72
Master,Divorced,59052.0,2589,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,SA,0,1,61
Basic,Together,13084.0,2604,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,US,0,0,68
Bachelor,Divorced,49160.0,2617,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,SP,0,1,71
Bachelor,Divorced,23272.0,2620,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,SP,0,0,67
Master,Divorced,49476.0,2739,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,CA,0,1,57
Master,Married,62694.0,2742,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,SP,1,1,55
PhD,Together,57906.0,2748,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,IN,0,1,47
Bachelor,Together,71853.0,2782,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP,0,0,38
Bachelor,Together,71853.0,2782,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,SP,0,0,38
Bachelor,Married,65031.0,2834,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,DE,0,1,61
Bachelor,Together,30507.0,2840,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,SP,0,0,60
Bachelor,Together,67419.0,2894,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,CA,0,1,50
Bachelor,Married,59462.0,2905,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,US,0,1,70
Bachelor,Single,95529.0,2938,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,1,0,SA,0,0,26
Bachelor,Widow,53653.0,2964,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,SP,0,0,67
Basic,Married,25965.0,3025,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,SP,0,0,40
Bachelor,Married,22979.0,3026,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,1,0,SP,1,0,50
PhD,Single,64950.0,3051,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,SA,0,1,69
Bachelor,Married,44322.0,2378,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0,SA,1,0,35
Bachelor,Married,30096.0,2403,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,DE,1,0,37
Bachelor,Married,30096.0,2403,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,SP,1,0,37
Bachelor,Single,56628.0,2465,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,CA,0,1,43
Master,Together,82326.0,2476,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,1,0,SP,0,0,43
Bachelor,Single,71163.0,2477,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,DE,0,0,25
Bachelor,Divorced,71022.0,2503,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,US,0,1,42
Master,Single,42607.0,2589,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,SA,0,1,66
Bachelor,Married,43057.0,2607,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,SP,0,1,45
Master,Married,47808.0,2617,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,SP,0,1,45
Bachelor,Single,29236.0,2629,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,SP,1,0,33
Bachelor,Widow,40590.0,2635,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA,1,1,51
Bachelor,Widow,40590.0,2635,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA,1,1,51
Master,Married,77520.0,2670,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,1,0,SP,0,1,61
Bachelor,Married,40211.0,2699,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,SP,1,1,39
PhD,Together,63516.0,2723,30,141,11,114,15,14,5,4,4,1,7,5,0,0,0,0,0,0,0,CA,1,1,47
Bachelor,Divorced,53034.0,2760,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,US,1,1,46
Master,Together,22669.0,2768,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,1,0,SP,1,0,45
Bachelor,Married,79908.0,2815,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,SP,0,0,38
PhD,Single,69867.0,2818,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,SA,0,0,34
Bachelor,Divorced,70287.0,2818,30,295,35,482,121,120,40,1,5,5,10,3,0,0,0,0,0,1,0,AU,0,0,54
Bachelor,Single,37070.0,2831,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SA,1,1,54
Bachelor,Single,37070.0,2831,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,1,0,SP,1,1,54
Master,Married,38179.0,2837,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,SA,1,1,54
Bachelor,Married,39922.0,2865,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,IN,1,0,37
Bachelor,Married,39922.0,2865,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,DE,1,0,37
Bachelor,Married,39922.0,2865,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,SA,1,0,37
Master,Single,64191.0,2888,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,SP,0,1,57
Master,Single,41658.0,2962,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,AU,1,1,45
Bachelor,Divorced,40780.0,3024,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,CA,0,1,44
Bachelor,Together,77568.0,3038,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,SP,0,1,41
Bachelor,Single,66503.0,3049,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,SP,1,0,35
Bachelor,Married,83512.0,2377,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,1,0,SP,0,0,34
PhD,Married,31686.0,2389,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SA,1,1,56
Bachelor,Together,71322.0,2423,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0,0,0,0,0,AU,0,1,44
Bachelor,Single,27938.0,2427,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,0,AU,1,0,32
Bachelor,Divorced,22263.0,2456,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,0,1,SP,1,1,69
Bachelor,Together,34633.0,2522,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,SA,1,1,64
Bachelor,Together,42162.0,2587,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,0,SP,1,0,39
PhD,Together,162397.0,2756,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,SP,1,1,44
Bachelor,Widow,54162.0,2833,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,SP,1,1,42
Master,Divorced,41769.0,2866,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0,0,0,0,0,IN,0,1,65
PhD,Together,44953.0,2920,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,0,DE,0,0,39
PhD,Married,37717.0,2948,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SA,1,0,42
PhD,Married,37717.0,2948,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,SP,1,0,42
Bachelor,Together,40548.0,2992,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,AU,0,1,50
Master,Divorced,67893.0,3001,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,SA,0,1,45
Bachelor,Single,69267.0,3010,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,1,0,SA,0,0,67
Basic,Divorced,9548.0,3055,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,CA,1,0,44
Bachelor,Single,68281.0,3056,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,1,0,SP,0,0,62
Master,Together,92556.0,2435,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,SP,0,0,60
Bachelor,Single,48526.0,2552,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,SP,1,0,41
Bachelor,Single,90273.0,2562,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,1,0,SP,0,0,29
Master,Together,19414.0,2621,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,CA,1,0,39
PhD,Single,79761.0,2633,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,SA,0,1,62
PhD,Married,53312.0,2689,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,0,SP,0,0,69
Master,Together,41039.0,2704,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,US,0,0,38
Bachelor,Together,88347.0,2726,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,SP,0,0,59
PhD,Married,50150.0,2739,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,CA,0,0,37
PhD,Married,50150.0,2739,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,SP,0,0,37
Bachelor,Single,10245.0,2775,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,0,SP,1,0,49
PhD,Married,33454.0,2782,32,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,US,1,0,35
Bachelor,Single,40887.0,2784,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,1,0,SP,1,1,68
Bachelor,Together,55914.0,2791,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,US,0,1,45
Bachelor,Together,37292.0,2802,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,SP,1,0,37
Bachelor,Married,52914.0,2903,32,254,10,44,30,10,227,2,7,3,3,7,1,0,0,0,0,0,0,CA,0,1,49
Master,Married,24884.0,2942,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,SP,1,0,48
Bachelor,Single,67384.0,2961,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,SP,0,1,50
Bachelor,Married,51651.0,2964,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,AU,0,1,60
Bachelor,Married,82497.0,2971,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,SA,0,0,40
Master,Married,32632.0,3061,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,SP,0,0,57
Master,Married,33562.0,2369,33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,0,IN,1,1,57
Bachelor,Single,79146.0,2431,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,DE,1,1,53
Bachelor,Single,79146.0,2431,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,SP,1,1,53
Master,Single,36143.0,2456,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,0,SP,1,0,39
Master,Married,27159.0,2457,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,SP,1,1,47
Master,Together,41275.0,2462,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,0,CA,1,1,60
Master,Married,76800.0,2478,33,173,26,255,35,71,81,1,4,4,7,1,0,0,0,0,0,0,0,IN,0,0,55
Bachelor,Married,75794.0,2552,33,754,160,625,63,32,48,1,7,5,12,3,0,0,0,1,0,0,0,SA,0,0,33
Bachelor,Married,30833.0,2713,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,SP,1,1,69
PhD,Single,26518.0,2812,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,1,0,US,1,1,71
